regime,model,cleaning,pool,layer,k,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,chance_accuracy,chance_macro_f1,shuffled_accuracy,shuffled_macro_f1,n_draws
imbalanced,qwen3_8b,tier0,mean,11,5,0.3696424176365107,0.012936071162046491,0.07900821181464682,0.006300937151035502,0.30216181542348125,0.012617515212646143,0.22464375523889354,0.025,0.20705319784817694,0.02603549428385642,
imbalanced,qwen3_8b,tier0,mean,12,5,0.38306669948314054,0.012798220026636907,0.08323187915825127,0.005704961430065448,0.31714290700400005,0.012310818068220925,0.22464375523889354,0.025,0.1978130164199571,0.025265241078956502,
imbalanced,qwen3_8b,tier0,mean,13,5,0.3855912239372737,0.02723832225064808,0.08223032651600849,0.009023179363061547,0.3190298745578688,0.023909753887267345,0.22464375523889354,0.025,0.19616047255722374,0.024684567633673028,
imbalanced,qwen3_8b,tier0,mean,14,5,0.39816462149713444,0.02564451003911171,0.08506574906740247,0.008973276195308666,0.33024706804081105,0.02141959837340835,0.22464375523889354,0.025,0.19280616012095214,0.02400647982633868,
imbalanced,qwen3_8b,tier0,mean,15,5,0.4023205935093703,0.024823702920414616,0.08647206991391655,0.008758012550204485,0.3321896204938516,0.02106298487354131,0.22464375523889354,0.025,0.19530958827045464,0.025658956947632722,
imbalanced,qwen3_8b,tier0,mean,16,5,0.40736261031609294,0.02421690172603835,0.08714301868783614,0.00831273486457352,0.33553440616151514,0.018744560574751032,0.22464375523889354,0.025,0.19446925213600086,0.025316332153432364,
imbalanced,qwen3_8b,tier0,mean,17,5,0.424953412327274,0.029783723727263622,0.08932130422035212,0.009524049677654526,0.3462336918998157,0.023389227283795864,0.22464375523889354,0.025,0.20032347667100314,0.025616372571043232,
imbalanced,qwen3_8b,tier0,mean,18,5,0.424116592243592,0.02807051988219764,0.08847734680937425,0.009088018662486323,0.34477222030742594,0.02154050857712472,0.22464375523889354,0.025,0.2045321894448156,0.025754914017248054,
imbalanced,qwen3_8b,tier0,mean,19,5,0.43249885728349924,0.027555421576124534,0.08941813576679708,0.008846121581581101,0.3508572303906178,0.020411507960652994,0.22464375523889354,0.025,0.20286206532822332,0.025644454063596944,
imbalanced,qwen3_8b,tier0,mean,20,5,0.4283182729158609,0.019020978715393384,0.08973564015280529,0.007655934091894787,0.3486350473647521,0.013943093204247328,0.22464375523889354,0.025,0.20453570549558736,0.02591957030965423,
imbalanced,qwen3_8b,tier0,mean,21,5,0.432502373334271,0.021793544053375597,0.09123863915655953,0.008295521994107867,0.35177812355952887,0.016604948092786013,0.22464375523889354,0.025,0.20453922154635915,0.026086279242050998,
imbalanced,qwen3_8b,tier0,mean,22,5,0.434176013501635,0.018274345025192144,0.09089014291724108,0.007451093146352224,0.3532146312667216,0.013973815146834297,0.22464375523889354,0.025,0.20370591751344888,0.025439760907537495,
imbalanced,qwen3_8b,tier0,mean,23,5,0.4283042087127738,0.016321833379845167,0.08951769357683984,0.006078407152954819,0.3489239308990035,0.011034465568699999,0.22464375523889354,0.025,0.19781301641995713,0.024727353695287592,
imbalanced,qwen3_8b,tier0,mean,24,5,0.4291550929995429,0.010835093686276774,0.09038490637582866,0.004322647904824678,0.35069463643635623,0.005838574322661037,0.22464375523889354,0.025,0.19530607221968282,0.02533843582433491,
imbalanced,qwen3_8b,tier0,mean,25,5,0.4199184276220948,0.017904310544560154,0.09009500727578958,0.0073155015150965326,0.34775514648858186,0.013630429927888283,0.22464375523889354,0.025,0.19365352835694946,0.02574138600157424,
imbalanced,qwen3_8b,tier0,mean,26,5,0.4115431946837312,0.014154135658077686,0.08938413745360878,0.005737754063853649,0.34229189628182133,0.010084476632271923,0.22464375523889354,0.025,0.20035863717872085,0.026955571153352797,
imbalanced,qwen3_8b,tier0,mean,27,5,0.40734151401146235,0.02224745833078349,0.08915722998282997,0.007063156868725461,0.34132867519454513,0.016826389596774353,0.22464375523889354,0.025,0.19113955205513167,0.025695177428380282,
imbalanced,qwen3_8b,tier0,mean,28,5,0.41740445132027704,0.01497494815863195,0.09127355201376655,0.006508052852345276,0.34935981586889364,0.009984632347934641,0.22464375523889354,0.025,0.19784466087690306,0.0264271450485206,
imbalanced,qwen3_8b,tier0,mean,29,5,0.4149010231707746,0.013418152683717583,0.09131362590745391,0.0065591843966454726,0.3495449264325067,0.009412520247490626,0.22464375523889354,0.025,0.2003656692802644,0.027382433693301574,
imbalanced,qwen3_8b,tier0,mean,30,5,0.408213494602862,0.009689530394763321,0.08977434728506531,0.006208017760412065,0.3424580623646089,0.009102546562646408,0.22464375523889354,0.025,0.2020568897014873,0.026565092935308076,
imbalanced,qwen3_8b,tier0,mean,31,5,0.4014943215780035,0.010147424865097334,0.08758450680774077,0.0059780924880342675,0.33467919706121996,0.007404608719624188,0.22464375523889354,0.025,0.19198692029112902,0.024620235144358772,
imbalanced,qwen3_8b,tier0,mean,32,5,0.3956400970430013,0.006136595554554675,0.0869634335984576,0.005755404279290077,0.33051600676077253,0.005817121301875572,0.22464375523889354,0.025,0.19282374037481104,0.025428733018104194,
imbalanced,qwen3_8b,tier0,mean,33,5,0.3989838613269575,0.009957453302574523,0.08786590986342266,0.005580338983779752,0.3334050671606931,0.008555061042304668,0.22464375523889354,0.025,0.19952181709503886,0.027193218763535254,
imbalanced,qwen3_8b,tier0,mean,34,5,0.40401532998136486,0.012849467076198136,0.08824640264791275,0.006756792364791413,0.33536937671818506,0.00973057125886139,0.22464375523889354,0.025,0.19196934003727015,0.02594574395404256,
imbalanced,qwen3_8b,tier0,mean,35,5,0.39898034527618575,0.013173129042611524,0.08700223056046455,0.007446367839986929,0.33022718522415834,0.011219116007772445,0.22464375523889354,0.025,0.19699729264090574,0.0260906722732548,
imbalanced,qwen3_8b,tier0,mean,36,5,0.37132660595619005,0.008336721726045885,0.0785112984418715,0.004664023113022383,0.299148340728664,0.009377756090836332,0.22464375523889354,0.025,0.1995253331458106,0.027141293444290095,
imbalanced,qwen3_8b,tier0,last,0,5,0.2841707394254773,0.016408103659332735,0.05435598360100067,0.009970931119344696,0.18372924316183903,0.009504541727917645,0.22464375523889354,0.025,0.19361485179846,0.02594092173666971,
imbalanced,qwen3_8b,tier0,last,1,5,0.271590309764073,0.006391050734825295,0.04692474812123568,0.009041075131330923,0.16637246355761867,0.004307787541484207,0.22464375523889354,0.025,0.20617066910446188,0.028123695276564126,
imbalanced,qwen3_8b,tier0,last,2,3,0.2699061214443937,0.014363583396469466,0.04696729270955234,0.010556360784795403,0.16512442356180482,0.011793041742690375,0.22464375523889354,0.025,0.20284448507436448,0.02527404068079716,
imbalanced,qwen3_8b,tier0,last,3,5,0.2833233711894799,0.013753485520010872,0.048180053366035605,0.009657877205362734,0.17304527069758807,0.007350903164988066,0.22464375523889354,0.025,0.2036777891072747,0.02907894034670558,
imbalanced,qwen3_8b,tier0,last,4,5,0.28332688724025173,0.0213654305713526,0.04844491664078594,0.008826421364668728,0.1746039872387317,0.011999110106496484,0.22464375523889354,0.025,0.1936113357476882,0.027095538896607468,
imbalanced,qwen3_8b,tier0,last,5,5,0.28916704757216694,0.010381526781123408,0.061808028527493265,0.009523315153620251,0.20261884021745785,0.0036194568614930727,0.22464375523889354,0.025,0.1995007207904082,0.028076969605932332,
imbalanced,qwen3_8b,tier0,last,6,5,0.28917056362293875,0.011123328786037891,0.06157880271886042,0.009134807100284038,0.20239108362800629,0.013760986188797383,0.22464375523889354,0.025,0.20536197742695408,0.030726095118201003,
imbalanced,qwen3_8b,tier0,last,7,5,0.29169508807707184,0.00955421956724104,0.06175285674171853,0.008545303230036298,0.20855862124478824,0.006975562736301848,0.22464375523889354,0.025,0.20621286171372316,0.030244512900503895,
imbalanced,qwen3_8b,tier0,last,8,5,0.2900108997573925,0.010980315256430838,0.059686969452417735,0.010837572254171982,0.1990341397189315,0.011637820801151047,0.22464375523889354,0.025,0.1995007207904082,0.029256212058501152,
imbalanced,qwen3_8b,tier0,last,9,5,0.278284870433529,0.009231234446997744,0.05133235188549212,0.011295608442756533,0.17946482482008025,0.01267083788765649,0.22464375523889354,0.025,0.1944762842375444,0.03048897558243861,
imbalanced,qwen3_8b,tier0,last,10,3,0.2707323933757603,0.019766174214599277,0.05143739484706796,0.011327190500922084,0.1715070411883794,0.011366007994014809,0.22464375523889354,0.025,0.2045146091909567,0.028835223162997414,
imbalanced,qwen3_8b,tier0,last,11,5,0.2799409303470342,0.014118214036020201,0.05751886516978875,0.010019018004054643,0.19312389267943306,0.009659032819969491,0.22464375523889354,0.025,0.19111845575050104,0.028047546620426984,
imbalanced,qwen3_8b,tier0,last,12,5,0.2833022748848494,0.01409223938085719,0.05932396205022448,0.012488357310022633,0.19369913946369915,0.005298425987366241,0.22464375523889354,0.025,0.18859041524559614,0.02703553800203712,
imbalanced,qwen3_8b,tier0,last,13,5,0.27910059421258043,0.015764704451352737,0.05321219692913208,0.011753068957371882,0.19223850968625927,0.009654023737736075,0.22464375523889354,0.025,0.19950423684117996,0.029174400664695177,
imbalanced,qwen3_8b,tier0,last,14,5,0.2690165605991351,0.030609418966766277,0.0527220116913855,0.014586739426167568,0.19059362200366287,0.026160448590178086,0.22464375523889354,0.025,0.18690622692591682,0.02701008814924018,
imbalanced,qwen3_8b,tier0,last,15,5,0.2815969902605394,0.029263253054495987,0.0566752077861856,0.012031001913298776,0.20690220089232306,0.02220223925998801,0.22464375523889354,0.025,0.19864280440209556,0.03082049349574949,
imbalanced,qwen3_8b,tier0,last,16,5,0.2908231074856721,0.0214243957655226,0.06612495079352607,0.012898711750003351,0.22010852142483966,0.01754391288296596,0.22464375523889354,0.025,0.1844168629795014,0.0269534303983069,
imbalanced,qwen3_8b,tier0,last,17,5,0.2849583347983545,0.02000592105006001,0.06494805531634111,0.012808794743985498,0.21479952903615293,0.01743443356097732,0.22464375523889354,0.025,0.18944129953236524,0.027043704390411295,
imbalanced,qwen3_8b,tier0,last,18,5,0.2874828592524876,0.018424191932154204,0.06586999288682045,0.012781320514048797,0.21862025189090195,0.01561799764762894,0.22464375523889354,0.025,0.18776414331422947,0.02563901326308584,
imbalanced,qwen3_8b,tier0,last,19,5,0.2849583347983545,0.020871130483728535,0.06502589676335814,0.011990373790013841,0.21499882661856953,0.01636256591002768,0.22464375523889354,0.025,0.1827432228121374,0.026122769578337403,
imbalanced,qwen3_8b,tier0,last,20,5,0.28915298336907985,0.017223605739776274,0.06002469351234553,0.015597239086324625,0.21492736995077194,0.012721616957971504,0.22464375523889354,0.025,0.1902886677683626,0.027188965019969223,
imbalanced,qwen3_8b,tier0,last,21,5,0.28497239900144156,0.012174497282865146,0.057744086010135566,0.014918793901987411,0.21123740028812504,0.013189754097644533,0.22464375523889354,0.025,0.19279912801940863,0.02715703817457511,
imbalanced,qwen3_8b,tier0,last,22,5,0.2874723111001723,0.022424915910869217,0.05380957904239771,0.018094689623980687,0.20740128662721613,0.02625172743163466,0.22464375523889354,0.025,0.18777820751731655,0.028459908488199893,
imbalanced,qwen3_8b,tier0,last,23,5,0.29084420379030274,0.01242004511084773,0.06363033060933951,0.011622541529991972,0.2129415461005971,0.00964781231304035,0.22464375523889354,0.025,0.1835835589465912,0.028470571873639588,
imbalanced,qwen3_8b,tier0,last,24,5,0.28917407967371045,0.014982640336755991,0.061588123183484056,0.012892939952758645,0.20321925031011157,0.018880605109532617,0.22464375523889354,0.025,0.19363594810309062,0.030332081378284102,
imbalanced,qwen3_8b,tier0,last,25,5,0.28247600295348263,0.020551460831366143,0.05821478840007882,0.01419191947540231,0.19537368463176683,0.020469284784427673,0.22464375523889354,0.025,0.19531310432122642,0.028782610070975538,
imbalanced,qwen3_8b,tier0,last,26,5,0.278284870433529,0.016768206486506895,0.05775739156445396,0.016120667678040972,0.18647051633959016,0.01685228585836653,0.22464375523889354,0.025,0.1936394641538624,0.02909260849323974,
imbalanced,qwen3_8b,tier0,last,27,5,0.2824689708519391,0.011716004557570986,0.057118346273328804,0.01227865598428491,0.18906674870585488,0.011054460869871883,0.22464375523889354,0.025,0.1995007207904082,0.02919965980382444,
imbalanced,qwen3_8b,tier0,last,28,5,0.2732569178298935,0.01027743264491031,0.0534083975726664,0.012842136716291067,0.17950899754006472,0.01064556632173514,0.22464375523889354,0.025,0.20621637776449492,0.02908766910607269,
imbalanced,qwen3_8b,tier0,last,29,5,0.27577089413171124,0.013233345487305913,0.05518739344092044,0.013262872977039762,0.1835870476012083,0.013464172939425555,0.22464375523889354,0.025,0.20035863717872088,0.02822510030781001,
imbalanced,qwen3_8b,tier0,last,30,5,0.26570444077212474,0.013404864138986453,0.05368827236369376,0.014317666391630889,0.17193554096167674,0.009055433670963101,0.22464375523889354,0.025,0.2028690974297669,0.028177775098151957,
imbalanced,qwen3_8b,tier0,last,31,5,0.27410428606589077,0.016523188949806717,0.05104388928825092,0.012743031999674055,0.18463795485924278,0.01770611919845573,0.22464375523889354,0.025,0.20287612953131046,0.02778491925875695,
imbalanced,qwen3_8b,tier0,last,32,5,0.2690868816145705,0.016473050217557034,0.05110745391861817,0.012774659280368654,0.1835870834238645,0.020264567775858965,0.22464375523889354,0.025,0.2037024014626771,0.02776160638655596,
imbalanced,qwen3_8b,tier0,last,33,5,0.2682430294293449,0.017123796814985166,0.051201322764796456,0.014195195372184069,0.18379616105824587,0.014814555605491986,0.22464375523889354,0.025,0.20118842516085933,0.027875522868936874,
imbalanced,qwen3_8b,tier0,last,34,5,0.27663935867233924,0.02085583800844938,0.049859645368950545,0.012012438836352638,0.19663170967927393,0.02350662681072864,0.22464375523889354,0.025,0.19282374037481104,0.026691148391115832,
imbalanced,qwen3_8b,tier0,last,35,5,0.2564853556485356,0.013912402890822793,0.034194454971770954,0.0021638707956872383,0.16946884853545086,0.01034448278325043,0.22464375523889354,0.025,0.1995007207904082,0.025502598287665372,
imbalanced,qwen3_8b,tier0,last,36,5,0.2690728174114835,0.00681154053810311,0.035277455906430534,0.0038350919539709644,0.1737675725783706,0.005982943232992688,0.22464375523889354,0.025,0.20539713793467174,0.02466256822329604,
imbalanced,qwen3_8b,maximal,mean,0,5,0.3495341232727401,0.017960875281405945,0.0659389473500845,0.0036727941862807253,0.27336214388993463,0.013883531148875649,0.22464375523889354,0.025,0.20287261348053867,0.0270284890301025,
imbalanced,qwen3_8b,maximal,mean,1,5,0.310941950001758,0.029499749790332278,0.06148157620299155,0.01601629853712569,0.21342723738026495,0.028737924802404606,0.22464375523889354,0.025,0.21543897893885586,0.027882017934065105,
imbalanced,qwen3_8b,maximal,mean,2,5,0.3646214971344186,0.01226744823556156,0.08091262876453173,0.01303764670472083,0.27047581659024095,0.013783088407429563,0.22464375523889354,0.025,0.22048802784712213,0.030001283752974478,
imbalanced,qwen3_8b,maximal,mean,3,5,0.3973102211595935,0.014370450072676465,0.08022886756430961,0.0025861352315463084,0.31742687201701775,0.010447996006001386,0.22464375523889354,0.025,0.21711613515699163,0.029240683274822342,
imbalanced,qwen3_8b,maximal,mean,4,5,0.40485918216659045,0.017422811758044145,0.08033219594426723,0.0038366766772703147,0.31804362275717335,0.01467024062425602,0.22464375523889354,0.025,0.20791814633803313,0.027480841940937965,
imbalanced,qwen3_8b,maximal,mean,5,5,0.4065328223339545,0.004005298861964104,0.07962916361030972,0.0028587494011977784,0.3165979187289255,0.00374842159084157,0.22464375523889354,0.025,0.20953904574382057,0.029059778507214796,
imbalanced,qwen3_8b,maximal,mean,6,5,0.4023205935093703,0.018358992355954645,0.0959263040540712,0.013556784727519958,0.3219711168188941,0.014892928675113925,0.22464375523889354,0.025,0.2170985549031328,0.027904890854104948,
imbalanced,qwen3_8b,maximal,mean,7,5,0.3922717204036426,0.01646924111633273,0.08763725770872963,0.007147102741427991,0.3207634049080341,0.01572149162517499,0.22464375523889354,0.025,0.2120600541471819,0.028479688097475177,
imbalanced,qwen3_8b,maximal,mean,8,5,0.40067156569740864,0.008207007817553276,0.09043312212059854,0.006398143051011948,0.3318404991434479,0.01145949132755425,0.22464375523889354,0.025,0.2137512745684048,0.02717084769264539,
imbalanced,qwen3_8b,maximal,mean,9,5,0.4031679617453676,0.015068293920316495,0.09439806736121133,0.006030347403276707,0.34248692757453425,0.015422781249556398,0.22464375523889354,0.025,0.21961956330649413,0.026714896498020176,
imbalanced,qwen3_8b,maximal,mean,10,5,0.37887205091241516,0.015455392997212979,0.0784735034063992,0.0073874814631554875,0.29776450045015435,0.015150610720370956,0.22464375523889354,0.025,0.21206708624872544,0.026560464505916353,
imbalanced,qwen3_8b,maximal,mean,11,5,0.3713301220069618,0.014569833062614043,0.07654179417210774,0.0052454134861038984,0.2919759083104398,0.012882266623241928,0.22464375523889354,0.025,0.21375127456840476,0.02735367486271968,
imbalanced,qwen3_8b,maximal,mean,12,5,0.36630920150486973,0.010975275747970631,0.07536103441130607,0.005012618727154544,0.2865632486641723,0.008919178018008646,0.22464375523889354,0.025,0.216258218768679,0.026249084615452896,
imbalanced,qwen3_8b,maximal,mean,13,5,0.3646285292359622,0.012722378725264232,0.07512691260426926,0.004979621326602493,0.286182811358161,0.010158866493189934,0.22464375523889354,0.025,0.2045146091909567,0.024539879626860474,
imbalanced,qwen3_8b,maximal,mean,14,5,0.36966351394114133,0.01569076963298347,0.07589963009641568,0.005518439793297631,0.290207525307158,0.012346242438637514,0.22464375523889354,0.025,0.20369536936113358,0.024410022301470283,
imbalanced,qwen3_8b,maximal,mean,15,5,0.3788825990647305,0.01634585343913398,0.07749840039201979,0.006432963099550621,0.29647524823582627,0.012304601643585853,0.22464375523889354,0.025,0.20954256179459235,0.02556662951580781,
imbalanced,qwen3_8b,maximal,mean,16,5,0.37888611511550224,0.017058291265216442,0.0781276535263703,0.006079334007259612,0.2979937828741346,0.012074204370708518,0.22464375523889354,0.025,0.21288984212932038,0.025727873188143707,
imbalanced,qwen3_8b,maximal,mean,17,5,0.38307373158468405,0.027773542995591722,0.0792129407205149,0.007917332965325999,0.3021990102762274,0.02156109300366698,0.22464375523889354,0.025,0.21876516296895326,0.02773540920938869,
imbalanced,qwen3_8b,maximal,mean,18,5,0.38727189620618124,0.015193731320852832,0.07900210802342901,0.004278501209243325,0.3044684974794877,0.010064914543878582,0.22464375523889354,0.025,0.2187510987658662,0.027170133840426963,
imbalanced,qwen3_8b,maximal,mean,19,5,0.37636159066136915,0.01700169762892431,0.07729012425626046,0.004641238184185289,0.29792362064039224,0.011968493884704603,0.22464375523889354,0.025,0.21960901515417883,0.026758653549467833,
imbalanced,qwen3_8b,maximal,mean,20,5,0.3788685348616434,0.020642058228882574,0.07844391485666011,0.006429524411306884,0.3008577982043249,0.0156438875354989,0.22464375523889354,0.025,0.21458106255054324,0.02686857054419923,
imbalanced,qwen3_8b,maximal,mean,21,5,0.3864245279701839,0.015379390960696107,0.07674600617764701,0.00595670113377836,0.30058733766153034,0.0123084888684391,0.22464375523889354,0.025,0.21708449070004568,0.026521343964394133,
imbalanced,qwen3_8b,maximal,mean,22,5,0.38977180830491187,0.00943824872268317,0.07790691684631591,0.00635396311249962,0.30264355783911057,0.00855807339942423,0.22464375523889354,0.025,0.21038993003058967,0.02611272369359236,
imbalanced,qwen3_8b,maximal,mean,23,5,0.39565064519531656,0.012005228799151604,0.07881422271522182,0.00571470036079813,0.30817708202046257,0.009654309276019752,0.22464375523889354,0.025,0.2095425617945923,0.025886971830275312,
imbalanced,qwen3_8b,maximal,mean,24,5,0.3948103090608628,0.011575448986394996,0.08148249123284199,0.0058370505682258135,0.3133944864391157,0.010623517031985,0.22464375523889354,0.025,0.20871277381245384,0.024763147291448018,
imbalanced,qwen3_8b,maximal,mean,25,5,0.3906191765409092,0.007547147083322264,0.07821651273585829,0.005314790472280098,0.3060026485264204,0.00959658171223508,0.22464375523889354,0.025,0.20953552969304873,0.027147303095129284,
imbalanced,qwen3_8b,maximal,mean,26,5,0.39982068141063953,0.017006791208195118,0.08052947050709905,0.005769765494213307,0.31546635835047543,0.013458859752333362,0.22464375523889354,0.025,0.21290742238317922,0.026851816277021955,
imbalanced,qwen3_8b,maximal,mean,27,5,0.3972996730072782,0.017633039841775118,0.07985180976361672,0.004965733491522979,0.314683855675211,0.011307497926655112,0.22464375523889354,0.025,0.20704264969586164,0.02757363208518492,
imbalanced,qwen3_8b,maximal,mean,28,5,0.4006610175450933,0.01787747278060095,0.08149703957949865,0.0054755365729842265,0.3187338992111331,0.013983790133127902,0.22464375523889354,0.025,0.21793185893604305,0.028858862811687775,
imbalanced,qwen3_8b,maximal,mean,29,5,0.39394536057100665,0.02215547431420052,0.08092270444146928,0.005791106050334476,0.3166369706781973,0.01829708014911012,0.22464375523889354,0.025,0.21459512675363035,0.029066004955396723,
imbalanced,qwen3_8b,maximal,mean,30,5,0.3989733131746423,0.019462408512509466,0.08245741639066624,0.00734140011942925,0.3227624459581107,0.01741388959687934,0.22464375523889354,0.025,0.21376182272072008,0.028120873959502808,
imbalanced,qwen3_8b,maximal,mean,31,5,0.3947716325023733,0.02568433959561389,0.08021496367156931,0.0062602820381131175,0.31494696573740016,0.019181159295051504,0.22464375523889354,0.025,0.2028655813789951,0.026254694831087715,
imbalanced,qwen3_8b,maximal,mean,32,5,0.39728912485496287,0.02919174256040512,0.08079692962381728,0.007335009778542909,0.31709913014325275,0.02247367810197723,0.22464375523889354,0.025,0.2053690095284976,0.02804705925510107,
imbalanced,qwen3_8b,maximal,mean,33,5,0.3972680285503323,0.028535930146529956,0.08080907689644665,0.005217235802600087,0.3189324282355057,0.018786517789755205,0.22464375523889354,0.025,0.20452867339404382,0.0287413188954208,
imbalanced,qwen3_8b,maximal,mean,34,5,0.40148728947646006,0.019297775393559428,0.08157104914491803,0.003742887088058062,0.32204217300519805,0.01283317612396865,0.22464375523889354,0.025,0.20117084490700043,0.02864544295855318,
imbalanced,qwen3_8b,maximal,mean,35,5,0.4098801026686825,0.012149522018837297,0.08590604414258275,0.005393481930011856,0.33726037564037553,0.009987630466215995,0.22464375523889354,0.025,0.20368833725959004,0.028245204793128097,
imbalanced,qwen3_8b,maximal,mean,36,5,0.3779860061179283,0.032218879195375305,0.07747914685191237,0.008206592274428789,0.30879632755432246,0.026712277336410652,0.22464375523889354,0.025,0.21460919095671743,0.0296813621995985,
imbalanced,qwen3_8b,maximal,last,0,5,0.2724447101016139,0.020117988371674847,0.037355603795965926,0.0032793835568476768,0.18594220776803452,0.012959069711201573,0.22464375523889354,0.025,0.22882106817622447,0.03253103918730779,
imbalanced,qwen3_8b,maximal,last,1,5,0.25987482859252486,0.013743740100464547,0.03598642829657802,0.0030234495394916017,0.18079475581978757,0.011815657428180066,0.22464375523889354,0.025,0.2078865018810872,0.030583444912732183,
imbalanced,qwen3_8b,maximal,last,2,5,0.2782954185858444,0.010916910163214515,0.03929842683018551,0.004805213404848293,0.19562950709069082,0.011768707697357184,0.22464375523889354,0.025,0.20535846137618224,0.030433565426909438,
imbalanced,qwen3_8b,maximal,last,3,5,0.28919517597834116,0.029425687955706298,0.051615830165938445,0.021821181776755096,0.20127801148083688,0.02222334720907274,0.22464375523889354,0.025,0.21121971801272807,0.03131392520858278,
imbalanced,qwen3_8b,maximal,last,4,5,0.3001054815231532,0.034511372893865536,0.05942933746958303,0.020609682322029543,0.21792559310065612,0.031262757978175286,0.22464375523889354,0.025,0.1944762842375444,0.02920510693742741,
imbalanced,qwen3_8b,maximal,last,5,5,0.2850321718645617,0.03774298211433979,0.049980339726906915,0.008627986388045263,0.21445193602887902,0.029835240800127987,0.22464375523889354,0.025,0.19864280440209559,0.030434011866579503,
imbalanced,qwen3_8b,maximal,last,6,5,0.2883829682500615,0.03788573732248495,0.060183006880616265,0.019887957684024474,0.22055937445133988,0.032784547985188726,0.22464375523889354,0.025,0.20618473330754897,0.031061371793199836,
imbalanced,qwen3_8b,maximal,last,7,5,0.2841707394254773,0.047291251998885196,0.06524213716229714,0.025537563834482954,0.213269413727975,0.040749659589915006,0.22464375523889354,0.025,0.20117436095777225,0.030152781507416383,
imbalanced,qwen3_8b,maximal,last,8,5,0.2984283253050174,0.041715488507828316,0.07557020669422906,0.02071617007008655,0.22657345812183455,0.033014576648241395,0.22464375523889354,0.025,0.1994761084350058,0.029590531407868152,
imbalanced,qwen3_8b,maximal,last,9,5,0.3051474983298759,0.04444869454193219,0.07475511300341822,0.02124590757225296,0.23096306199867445,0.03607566592997672,0.22464375523889354,0.025,0.19694103582855738,0.02771317393587892,
imbalanced,qwen3_8b,maximal,last,10,5,0.2875039555571183,0.025682993764955774,0.059392835474539996,0.01605910474639362,0.22224493492486658,0.019336563462785547,0.22464375523889354,0.025,0.19695861608241624,0.029475171918154085,
imbalanced,qwen3_8b,maximal,last,11,5,0.30176857353820186,0.04075656061618398,0.06871615654889848,0.024889083397544025,0.2329614838312864,0.03362713775334676,0.22464375523889354,0.025,0.18271157835519145,0.02739455946367348,
imbalanced,qwen3_8b,maximal,last,12,5,0.3051334341267888,0.038121650305439334,0.07606946130881556,0.020412920386911126,0.23734170846933128,0.03313997280126681,0.22464375523889354,0.025,0.18690271087514504,0.027341559320311022,
imbalanced,qwen3_8b,maximal,last,13,5,0.2942371927850638,0.03747858515435002,0.05869576664582624,0.01780959450949043,0.2284122703921095,0.03253488649772428,0.22464375523889354,0.025,0.19443409162828312,0.027867162702867487,
imbalanced,qwen3_8b,maximal,last,14,5,0.3000984494216096,0.03267235083058966,0.05992028442698545,0.019108306938032,0.23393977145009232,0.03137314118599642,0.22464375523889354,0.025,0.1927850638163215,0.02720247945412687,
imbalanced,qwen3_8b,maximal,last,15,3,0.3043001300938785,0.02523097895827834,0.06891723179712723,0.02075522008177109,0.2326786240653525,0.02231866602332674,0.22464375523889354,0.025,0.20452164129250025,0.028010650456164316,
imbalanced,qwen3_8b,maximal,last,16,5,0.32023487219155444,0.029110168953141558,0.07809456416177751,0.01729304772387108,0.2498853121714212,0.024885116404961997,0.22464375523889354,0.025,0.19779192011532648,0.028880800126761474,
imbalanced,qwen3_8b,maximal,last,17,5,0.31603319151928555,0.027111545905449227,0.07271902203520333,0.01583293429076579,0.24624268429894514,0.023008022057551838,0.22464375523889354,0.025,0.213747758517633,0.03101136744432611,
imbalanced,qwen3_8b,maximal,last,18,3,0.3093351147990577,0.01761166842678331,0.07502507103973792,0.0143155466977186,0.23789457370200492,0.016854109008618577,0.22464375523889354,0.025,0.2061917654090925,0.028651902333521585,
imbalanced,qwen3_8b,maximal,last,19,3,0.3059702542104708,0.011427610726621745,0.0757546248929892,0.014774824046298367,0.23474547878669835,0.011753724246831847,0.22464375523889354,0.025,0.20619176540909248,0.028136712509436484,
imbalanced,qwen3_8b,maximal,last,20,5,0.3302837452972821,0.031096497285102945,0.07349274352843414,0.016605103115308866,0.25850403352201934,0.0281247194694574,0.22464375523889354,0.025,0.1952990401181393,0.02829826894195519,
imbalanced,qwen3_8b,maximal,last,21,5,0.31689110790759817,0.028478239280281332,0.07207013915792829,0.01587893974121709,0.24852973273618623,0.026499339181997938,0.22464375523889354,0.025,0.19782356457227243,0.028747469379809727,
imbalanced,qwen3_8b,maximal,last,22,5,0.3101895151365986,0.031825162929154376,0.07440359952698615,0.016666616642488544,0.24479539750313656,0.027702930501506202,0.22464375523889354,0.025,0.20117436095777222,0.03002778160049609,
imbalanced,qwen3_8b,maximal,last,23,5,0.30599135051510146,0.02506445492810404,0.0708208560813155,0.0160924486549437,0.24138977861651556,0.019463589977220738,0.22464375523889354,0.025,0.20537604163004114,0.02871148681049559,
imbalanced,qwen3_8b,maximal,last,24,5,0.29006012446819734,0.027700844903285702,0.04765256614469565,0.004150946616859697,0.22469489423584155,0.017101489785207893,0.22464375523889354,0.025,0.19953588129812597,0.029025853027763938,
